"SE1 0AA",10,531869,179427,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AB",10,532277,180064,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AD",10,531910,179558,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AE",10,531698,179441,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AG",10,531794,179513,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AH",10,531808,179495,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AJ",10,531953,179523,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AL",10,532236,180143,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AN",10,531738,179495,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AP",10,531619,179482,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AQ",10,531833,179523,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AR",10,532244,180070,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AS",10,532238,179993,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AT",10,532230,180010,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0AX",10,532273,179947,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BA",10,531930,179935,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BB",10,531903,179881,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BD",10,531903,179881,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BE",10,531916,179799,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BF",10,531903,179881,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BH",10,531748,179845,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BJ",10,531772,179807,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BL",10,531861,179933,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BP",10,531790,179420,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BQ",10,532070,179758,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BS",10,531909,180004,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BT",10,531927,179890,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BU",10,532018,179771,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BW",10,531730,179809,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BX",10,532070,179758,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BY",10,531804,179887,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0BZ",10,531829,179913,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DB",10,531904,179942,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DD",10,531806,179398,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DE",10,533378,178838,"E92000001","E19000003","E18000007","","E09000028","E05000542"
"SE1 0DF",10,531829,179913,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DG",10,532037,179686,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DH",10,531959,179603,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DL",10,531914,179597,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DN",10,532020,179578,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DP",10,531840,179633,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DQ",10,531980,179655,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DT",10,532074,179694,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DW",10,531840,179633,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0DY",10,531955,179962,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EA",10,531997,179967,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EB",10,532060,179929,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0ED",10,532105,179746,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EF",10,532102,179822,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EG",10,532102,179829,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EH",10,531986,179934,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EL",10,532108,179992,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EN",10,532061,179941,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EP",10,532127,179941,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EQ",10,532059,179908,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0ER",10,532153,179931,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0ES",10,532188,179988,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0ET",10,532190,180015,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EU",10,532215,179955,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EW",10,532102,179933,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EX",10,532205,179942,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0EY",10,532220,179910,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FA",10,532226,180035,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FB",10,532203,180113,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FD",10,532103,180253,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FF",10,531874,180133,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FG",10,531874,180133,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FH",10,531734,179518,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FJ",10,531761,179545,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FL",10,531909,180166,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FN",10,531950,179835,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FP",10,531950,179835,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0FQ",10,531950,179835,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0GB",10,531900,179654,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HA",10,532093,179717,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HE",10,531980,179980,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HF",10,531952,179989,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HG",10,531956,179944,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HL",10,532194,180153,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HR",10,532129,180168,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HS",10,532129,180131,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0HX",10,531964,180222,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JA",10,532009,180197,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JE",10,531871,180258,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JF",10,531832,180267,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JN",10,532037,179686,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JP",10,532037,179686,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0JQ",10,531811,180279,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LA",10,532226,180035,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LB",10,532184,180023,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LD",10,532167,180018,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LE",10,532157,180021,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LF",10,532142,180018,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LG",10,532131,180018,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LH",10,531942,180037,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LL",10,532048,179969,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LN",10,531986,180008,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LQ",10,532226,180035,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LR",10,531809,179994,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LT",10,531777,179977,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LU",10,531777,179977,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0LX",10,531831,180029,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NA",10,531975,180153,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NE",10,532236,180117,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NJ",10,532219,180095,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NL",10,532127,180058,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NQ",10,532283,180125,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NR",10,531962,180048,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NS",10,531874,180133,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NW",10,532187,180057,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0NZ",10,531950,180195,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0PN",10,532189,180195,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0PY",10,531674,179904,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0PZ",10,531790,179903,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QA",10,531760,179874,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QB",10,531702,179869,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QL",10,532037,179686,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QN",10,531896,179672,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QP",10,531910,179711,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QR",10,531942,179725,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QW",10,531910,179711,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QX",10,531895,179761,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0QZ",10,531834,179792,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0RA",10,531827,179786,"E92000001","E19000003","E18000007","","E09000028","E05000536"
"SE1 0RB",10,531866,179752,"E92000001","E19000003","E18000007","","E09000028","E05000536"
