"DL1 1AA",10,429177,514182,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1AB",10,429011,514680,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1AG",10,430018,514266,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1AN",10,429011,514680,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1AR",10,431566,514881,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1AS",10,431366,514894,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1AT",10,430744,515110,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BA",10,430720,514256,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BD",10,430988,514205,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BE",10,431209,514163,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BG",10,431203,514184,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BH",10,431196,514217,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BJ",10,431138,514275,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BL",10,431144,514370,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BN",10,431225,514286,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BQ",10,431101,514329,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1BW",10,431237,514306,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DA",10,431147,514586,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DB",10,431121,514603,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DD",10,431081,514449,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DE",10,431033,514618,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DF",10,431007,514508,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DG",10,430982,514376,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DH",10,430919,514567,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DJ",10,430951,514422,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DL",10,430887,514390,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DN",10,430975,514270,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DP",10,430865,514336,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DQ",10,430921,514508,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DR",10,429760,515081,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DS",10,429070,514852,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1DT",10,429973,514471,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1DU",10,429947,514537,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DW",10,430998,514319,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DX",10,429951,514489,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1DY",10,429843,514504,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1DZ",10,429735,514321,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1EA",10,429804,514327,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1EB",10,429907,514342,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1ED",10,430124,514346,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EE",10,430339,514357,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EF",10,430543,514314,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EG",10,430616,514404,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EH",10,430717,514417,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EJ",10,430750,514735,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EL",10,430968,514696,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EN",10,430580,514607,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EP",10,430522,514424,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EQ",10,430749,514412,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1ER",10,430487,514516,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1ES",10,430429,514432,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EU",10,430299,514454,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EW",10,430602,514535,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EX",10,430305,514421,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EY",10,430091,514374,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1EZ",10,430091,514414,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1GA",10,429375,514504,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1GB",10,429236,514658,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1GP",10,429625,514343,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1GR",10,430187,514552,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1GS",10,430173,514488,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1GT",10,430055,514637,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1GW",10,429614,514413,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1GY",10,429243,514929,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1HA",10,429870,514467,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HB",10,429932,514458,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HE",10,429935,514440,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HF",10,429931,514385,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HG",10,429949,514597,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1HH",10,429642,514333,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HJ",10,429687,514422,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HL",10,429660,514441,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HN",10,429803,514368,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HR",10,429732,514357,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HS",10,429857,514377,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HT",10,429743,514398,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HW",10,429780,514429,"E92000001","E19000001","E18000001","","E06000005","E05001553"
"DL1 1HX",10,430080,514563,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1HZ",10,430132,514591,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JA",10,430113,514490,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JB",10,430064,514802,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JE",10,430077,514508,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JF",10,430130,514920,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JG",10,430149,515064,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JH",10,430061,515206,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JJ",10,430041,515063,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JL",10,429971,515206,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JP",10,429806,515231,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1JQ",10,430090,515114,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JR",10,429550,515043,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1JU",10,429527,515119,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1JW",10,429875,515174,"E92000001","E19000001","E18000001","","E06000005","E05001568"
"DL1 1JX",10,429518,515084,"E92000001","E19000001","E18000001","","E06000005","E05001554"
"DL1 1JY",10,429479,515055,"E92000001","E19000001","E18000001","","E06000005","E05001554"
