"LD1 5AB",10,306545,262536,"W92000004","","","","W06000023","W05000312"
"LD1 5AD",10,306148,261836,"W92000004","","","","W06000023","W05000312"
"LD1 5AE",10,306862,261288,"W92000004","","","","W06000023","W05000313"
"LD1 5AL",10,305631,259839,"W92000004","","","","W06000023","W05000313"
"LD1 5AP",10,305975,261282,"W92000004","","","","W06000023","W05000311"
"LD1 5BA",10,306386,262296,"W92000004","","","","W06000023","W05000312"
"LD1 5BB",10,305923,261300,"W92000004","","","","W06000023","W05000311"
"LD1 5BD",10,305993,261228,"W92000004","","","","W06000023","W05000311"
"LD1 5BE",10,306020,261589,"W92000004","","","","W06000023","W05000312"
"LD1 5BF",10,306479,262288,"W92000004","","","","W06000023","W05000312"
"LD1 5BG",10,306155,262080,"W92000004","","","","W06000023","W05000312"
"LD1 5BH",10,306191,262121,"W92000004","","","","W06000023","W05000312"
"LD1 5BJ",10,306410,262721,"W92000004","","","","W06000023","W05000312"
"LD1 5BL",10,306308,262497,"W92000004","","","","W06000023","W05000312"
"LD1 5BN",10,306251,262272,"W92000004","","","","W06000023","W05000312"
"LD1 5BP",10,306267,262417,"W92000004","","","","W06000023","W05000312"
"LD1 5BQ",10,306149,261879,"W92000004","","","","W06000023","W05000312"
"LD1 5BS",10,306266,262376,"W92000004","","","","W06000023","W05000312"
"LD1 5BT",10,306258,262351,"W92000004","","","","W06000023","W05000312"
"LD1 5BU",10,306247,262325,"W92000004","","","","W06000023","W05000312"
"LD1 5BW",10,306279,262502,"W92000004","","","","W06000023","W05000312"
"LD1 5BX",10,306358,262458,"W92000004","","","","W06000023","W05000312"
"LD1 5BY",10,306235,262283,"W92000004","","","","W06000023","W05000312"
"LD1 5BZ",10,306419,262415,"W92000004","","","","W06000023","W05000312"
"LD1 5DA",10,306197,262196,"W92000004","","","","W06000023","W05000312"
"LD1 5DB",10,306177,262144,"W92000004","","","","W06000023","W05000312"
"LD1 5DD",10,311184,264277,"W92000004","","","","W06000023","W05000308"
"LD1 5DE",10,306592,261053,"W92000004","","","","W06000023","W05000313"
"LD1 5DF",10,306586,262393,"W92000004","","","","W06000023","W05000312"
"LD1 5DG",10,305948,261185,"W92000004","","","","W06000023","W05000311"
"LD1 5DH",10,305963,261162,"W92000004","","","","W06000023","W05000311"
"LD1 5DL",10,306040,261198,"W92000004","","","","W06000023","W05000311"
"LD1 5DN",10,306042,261193,"W92000004","","","","W06000023","W05000311"
"LD1 5DP",10,306018,261034,"W92000004","","","","W06000023","W05000311"
"LD1 5DU",10,306050,261021,"W92000004","","","","W06000023","W05000311"
"LD1 5DY",10,306050,261106,"W92000004","","","","W06000023","W05000311"
"LD1 5EA",10,305985,261053,"W92000004","","","","W06000023","W05000311"
"LD1 5EB",10,306110,261774,"W92000004","","","","W06000023","W05000312"
"LD1 5ED",10,305051,260173,"W92000004","","","","W06000023","W05000296"
"LD1 5EE",10,306121,261199,"W92000004","","","","W06000023","W05000311"
"LD1 5EF",10,306349,261391,"W92000004","","","","W06000023","W05000311"
"LD1 5EG",10,306336,261474,"W92000004","","","","W06000023","W05000311"
"LD1 5EH",10,306411,261378,"W92000004","","","","W06000023","W05000311"
"LD1 5EL",10,306158,261277,"W92000004","","","","W06000023","W05000311"
"LD1 5EP",10,306280,261933,"W92000004","","","","W06000023","W05000312"
"LD1 5EQ",10,305958,261042,"W92000004","","","","W06000023","W05000311"
"LD1 5ER",10,305865,261080,"W92000004","","","","W06000023","W05000311"
"LD1 5ES",10,306118,260916,"W92000004","","","","W06000023","W05000313"
"LD1 5ET",10,305917,261179,"W92000004","","","","W06000023","W05000311"
"LD1 5EU",10,305889,261128,"W92000004","","","","W06000023","W05000311"
"LD1 5EW",10,305704,260092,"W92000004","","","","W06000023","W05000313"
"LD1 5EX",10,305664,260170,"W92000004","","","","W06000023","W05000313"
"LD1 5EY",10,305981,261007,"W92000004","","","","W06000023","W05000311"
"LD1 5HA",10,306214,260972,"W92000004","","","","W06000023","W05000313"
"LD1 5HB",10,305690,259962,"W92000004","","","","W06000023","W05000313"
"LD1 5HE",10,305938,260956,"W92000004","","","","W06000023","W05000311"
"LD1 5HF",10,306047,261331,"W92000004","","","","W06000023","W05000311"
"LD1 5HG",10,305961,260895,"W92000004","","","","W06000023","W05000313"
"LD1 5HH",10,306214,260972,"W92000004","","","","W06000023","W05000313"
"LD1 5HP",10,305964,260696,"W92000004","","","","W06000023","W05000313"
"LD1 5HR",10,305988,260773,"W92000004","","","","W06000023","W05000313"
